CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1701687,16000103130,2016103130,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/25/2016 08:16:27 PM,15XX BLOCK OF 13 AV S,R,R1,9400.1001,-122.31599,47.589214,"(47.589214, -122.31599)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1701688,16000103042,2016103042,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/25/2016 08:15:34 PM,88XX BLOCK OF 24 AV SW,F,F2,11402.1005,-122.36318,47.523773,"(47.523773, -122.36318)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1701691,16000103870,2016103870,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 08:14:36 PM,81XX BLOCK OF GREEN LAKE DR N,J,J3,2700.4017,-122.34248,47.688023,"(47.688023, -122.34248)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701681,16000103855,2016103855,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 08:13:52 PM,SW BATAAN ST / 31 AV SW,F,F1,10702.2011,-122.37142,47.54561,"(47.54561, -122.37142)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,
1701699,16000103749,2016103749,139,GANG GRAFFITI,PROPERTY DAMAGE,PROPERTY DAMAGE,03/25/2016 08:12:36 PM,9XX BLOCK OF 9 AV,E,E3,8200.2008,-122.327034,47.60805,"(47.60805, -122.327034)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/25/2016 07:39:08 PM
1701703,16000103699,2016103699,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 08:10:08 PM,57XX BLOCK OF 22 AV NW,B,B1,4700.4005,-122.38474,47.670547,"(47.670547, -122.38474)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 05:35:50 PM
1701682,16000103849,2016103849,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,03/25/2016 08:09:50 PM,19 AV NE / NE 47 ST,U,U1,5301.1000,-122.30722,47.66305,"(47.66305, -122.30722)","ANIMAL - INJURED, DEAD HAZARD",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,
1701678,16000103864,2016103864,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 08:05:54 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701683,16000103818,2016103818,186,"NARCOTICS, DRUG TRAFFIC LOITERING",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/25/2016 08:04:44 PM,6XX BLOCK OF S MAIN ST,K,K3,9200.1008,-122.32599,47.600033,"(47.600033, -122.32599)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1701679,16000103862,2016103862,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 08:04:41 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701680,16000103860,2016103860,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 08:03:59 PM,NE 50 ST / 36 AV NE,U,U3,4200.3009,-122.289185,47.66488,"(47.66488, -122.289185)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701685,16000103746,2016103746,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 08:02:29 PM,S WALKER ST / OCCIDENTAL AV S,O,O1,9300.3018,-122.33327,47.58398,"(47.58398, -122.33327)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1701686,16000103693,2016103693,031,STRONG ARM ROBBERY,ROBBERY,ROBBERY,03/25/2016 07:58:11 PM,14XX BLOCK OF S LANE ST,G,G3,9000.2033,-122.31344,47.596653,"(47.596653, -122.31344)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/25/2016 05:36:15 PM
1701662,16000103823,2016103823,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 07:57:39 PM,65XX BLOCK OF SAND POINT WY NE,U,U3,4000.1028,-122.26355,47.676197,"(47.676197, -122.26355)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)",LEWD CONDUCT,SUSPICIOUS CIRCUMSTANCES,
1701684,16000103805,2016103805,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 07:54:18 PM,24XX BLOCK OF AURORA AV N,D,D2,6000.1015,-122.34664,47.64142,"(47.64142, -122.34664)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,03/25/2016 07:17:03 PM
1701663,16000103816,2016103816,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 07:53:51 PM,30XX BLOCK OF CALIFORNIA AV SW,W,W1,9800.1028,-122.386734,47.57631,"(47.57631, -122.386734)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,
1701660,16000103840,2016103840,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 07:53:05 PM,14XX BLOCK OF BROADWAY,E,E2,8400.1008,-122.32077,47.613518,"(47.613518, -122.32077)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1701671,16000103727,2016103727,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 07:50:49 PM,17XX BLOCK OF MELROSE AV,E,E1,7402.3006,-122.327866,47.617783,"(47.617783, -122.327866)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701664,16000103796,2016103796,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 07:49:49 PM,6XX BLOCK OF NW 81 ST,J,J2,2900.1019,-122.36466,47.68766,"(47.68766, -122.36466)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701667,16000103768,2016103768,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/25/2016 07:49:35 PM,133XX BLOCK OF 3 AV NE,N,N2,300.1026,-122.32621,47.72587,"(47.72587, -122.32621)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/25/2016 06:40:03 PM
1701665,16000103782,2016103782,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 07:49:35 PM,117XX BLOCK OF MERIDIAN AV N,N,N2,600.4004,-122.3341,47.715015,"(47.715015, -122.3341)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701674,16000103643,2016103643,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/25/2016 07:45:03 PM,16XX BLOCK OF N 90 ST,N,N3,1800.1003,-122.3385,47.694153,"(47.694153, -122.3385)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/25/2016 06:20:25 PM
1701659,16000103841,2016103841,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 07:44:47 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701673,16000103670,2016103670,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/25/2016 07:43:53 PM,CALIFORNIA AV SW / SW CHARLESTOWN ST,W,W2,9800.5014,-122.38677,47.57019,"(47.57019, -122.38677)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/25/2016 05:43:24 PM
1701676,16000103036,2016103036,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/25/2016 07:43:12 PM,2 AV / YESLER WY,K,K2,8100.2043,-122.331985,47.601715,"(47.601715, -122.331985)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1701675,16000103390,2016103390,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/25/2016 07:43:08 PM,92XX BLOCK OF 17 AV SW,F,F2,11402.2011,-122.35648,47.520115,"(47.520115, -122.35648)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,
1701661,16000103832,2016103832,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 07:42:45 PM,16XX BLOCK OF HARBOR AV SW,W,W1,9600.5002,-122.37982,47.588295,"(47.588295, -122.37982)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701642,16000103817,2016103817,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/25/2016 07:37:21 PM,13XX BLOCK OF E PINE ST,C,C1,7500.2007,-122.314896,47.615276,"(47.615276, -122.314896)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701644,16000103811,2016103811,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/25/2016 07:34:43 PM,9 AV / STEWART ST,D,D2,7300.3023,-122.33444,47.615616,"(47.615616, -122.33444)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1701672,16000103680,2016103680,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 07:33:55 PM,1 AV S / S ROYAL BROUGHAM WY,K,K2,9300.2030,-122.3342,47.592396,"(47.592396, -122.3342)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 05:22:09 PM
1701647,16000103745,2016103745,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 07:33:46 PM,8 AV NW / NW 83 ST,J,J2,3000.1000,-122.366,47.689106,"(47.689106, -122.366)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/25/2016 06:27:16 PM
1701669,16000103743,2016103743,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 07:33:30 PM,45XX BLOCK OF 25 AV NE,U,U3,4301.1014,-122.3009,47.66189,"(47.66189, -122.3009)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 06:56:57 PM
1701655,16000103395,2016103395,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/25/2016 07:32:26 PM,S SULLIVAN ST / 5 AV S,F,F3,11200.1008,-122.32825,47.527393,"(47.527393, -122.32825)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/25/2016 01:14:15 PM
1701670,16000103741,2016103741,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 07:32:12 PM,E CHERRY ST / 15 AV,G,G2,8700.1022,-122.31285,47.60804,"(47.60804, -122.31285)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/25/2016 06:39:36 PM
1701668,16000103760,2016103760,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 07:31:35 PM,85XX BLOCK OF PHINNEY AV N,J,J1,1701.1003,-122.35394,47.6915,"(47.6915, -122.35394)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 06:39:17 PM
1701666,16000103773,2016103773,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/25/2016 07:31:05 PM,4XX BLOCK OF N 36 ST,B,B2,4900.3009,-122.35394,47.652126,"(47.652126, -122.35394)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/25/2016 06:47:39 PM
1701648,16000103707,2016103707,188,MARIJUANA PUBLIC USE (NOT DISPENSARY),NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/25/2016 07:28:16 PM,28XX BLOCK OF S MYRTLE ST,S,S1,11000.5008,-122.293755,47.538914,"(47.538914, -122.293755)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/25/2016 06:39:14 PM
1701650,16000103579,2016103579,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 07:27:32 PM,ALASKAN WY VI NB / S LANDER ST,O,O1,9300.2061,-122.33912,47.57988,"(47.57988, -122.33912)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/25/2016 04:16:27 PM
1701653,16000103436,2016103436,161,TRESPASS,TRESPASS,TRESPASS,03/25/2016 07:27:19 PM,10XX BLOCK OF E HARRISON ST,E,E1,7500.3013,-122.3194,47.62198,"(47.62198, -122.3194)",TRESPASS,TRESPASS,TRESPASS,03/25/2016 04:50:30 PM
1701657,16000103288,2016103288,161,TRESPASS,TRESPASS,TRESPASS,03/25/2016 07:26:37 PM,3XX BLOCK OF 12 AV E,E,E1,7500.3010,-122.31678,47.62152,"(47.62152, -122.31678)",TRESPASS,TRESPASS,TRESPASS,03/25/2016 04:34:29 PM
1701654,16000103408,2016103408,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/25/2016 07:26:10 PM,85XX BLOCK OF AURORA AV N,N,N3,1800.2011,-122.34453,47.690926,"(47.690926, -122.34453)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/25/2016 01:36:34 PM
1701641,16000103826,2016103826,064,SHOPLIFT,THEFT,SHOPLIFTING,03/25/2016 07:25:58 PM,3XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4011,-122.324615,47.708603,"(47.708603, -122.324615)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
1703488,16000103603,2016103603,064,SHOPLIFT,THEFT,SHOPLIFTING,03/25/2016 07:22:37 PM,14XX BLOCK OF E JOHN ST,C,C1,7500.1010,-122.31391,47.61996,"(47.61996, -122.31391)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/25/2016 04:24:37 PM
1702009,16000103471,2016103471,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,03/25/2016 07:22:26 PM,73XX BLOCK OF 36 AV SW,W,W3,11500.3002,-122.37837,47.536213,"(47.536213, -122.37837)","AUTO - THEFT/LOSS, PLATES AND/OR TAB",AUTO THEFTS,AUTO RECOVERIES,03/25/2016 02:23:03 PM
1701646,16000103769,2016103769,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 07:20:17 PM,82XX BLOCK OF 38 AV NE,U,U3,2400.1007,-122.28747,47.689312,"(47.689312, -122.28747)",FIGHT - JO - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1701630,16000103747,2016103747,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 07:18:52 PM,E PINE ST / BROADWAY,E,E2,8400.1007,-122.3208,47.615234,"(47.615234, -122.3208)","WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,
1701628,16000103785,2016103785,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/25/2016 07:16:11 PM,E PIKE ST / 35 AV,C,C3,7800.3004,-122.28819,47.614044,"(47.614044, -122.28819)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1701643,16000103812,2016103812,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 07:16:02 PM,BEACON AV S / S BAYVIEW ST,R,R1,9400.4013,-122.313805,47.581013,"(47.581013, -122.313805)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701651,16000103566,2016103566,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/25/2016 07:14:45 PM,RAINIER AV S / S WALDEN ST,R,R2,9500.4024,-122.29401,47.572918,"(47.572918, -122.29401)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/25/2016 03:58:25 PM
1701656,16000103289,2016103289,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/25/2016 07:13:51 PM,4XX BLOCK OF BROADWAY E,E,E1,7401.2004,-122.320915,47.62256,"(47.62256, -122.320915)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/25/2016 12:19:48 PM
1701645,16000103810,2016103810,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 07:13:11 PM,3 AV / PIKE ST,M,M3,8100.2013,-122.33779,47.60975,"(47.60975, -122.33779)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701658,16000103261,2016103261,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/25/2016 07:12:24 PM,8XX BLOCK OF E DENNY WY,E,E1,7402.101,-122.32152,47.618736,"(47.618736, -122.32152)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/25/2016 12:49:40 PM
1701632,16000103737,2016103737,161,TRESPASS,TRESPASS,TRESPASS,03/25/2016 07:11:40 PM,92XX BLOCK OF RAINIER AV S,S,S3,11800.6020,-122.26803,47.51985,"(47.51985, -122.26803)",TRESPASS,TRESPASS,TRESPASS,03/25/2016 06:21:11 PM
1701637,16000103631,2016103631,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 07:09:58 PM,14XX BLOCK OF N 39 ST,B,B3,5400.1004,-122.34075,47.654114,"(47.654114, -122.34075)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1701631,16000103742,2016103742,064,SHOPLIFT,THEFT,SHOPLIFTING,03/25/2016 07:04:30 PM,22XX BLOCK OF E MADISON ST,C,C3,7900.1000,-122.3031,47.618797,"(47.618797, -122.3031)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
1701629,16000103779,2016103779,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 06:59:21 PM,RAINIER AV S / S CLOVERDALE ST,S,S2,11800.5008,-122.26998,47.52617,"(47.52617, -122.26998)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701638,16000103602,2016103602,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,03/25/2016 06:59:17 PM,60 AV S / S HAZEL ST,S,S3,11900.3011,-122.25831,47.50436,"(47.50436, -122.25831)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
1701626,16000103795,2016103795,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 06:57:21 PM,19XX BLOCK OF WESTERN AV,M,M1,8100.3011,-122.34288,47.609814,"(47.609814, -122.34288)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1701634,16000103701,2016103701,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 06:56:52 PM,S ORCHARD ST / RAINIER AV S,S,S2,11102.4004,-122.270584,47.538277,"(47.538277, -122.270584)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1701635,16000103685,2016103685,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 06:56:40 PM,I5 NB / S SPOKANE ST OFF RP,R,R1,9300.3102,-122.32047,47.566975,"(47.566975, -122.32047)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1701627,16000103787,2016103787,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/25/2016 06:56:30 PM,48 AV S / S HENDERSON ST,S,S3,11800.4005,-122.272835,47.523308,"(47.523308, -122.272835)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1701640,16000103050,2016103050,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/25/2016 06:56:14 PM,92XX BLOCK OF M L KING JR WY S,S,S1,11700.4001,-122.27983,47.51888,"(47.51888, -122.27983)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,03/25/2016 09:03:38 AM
1701636,16000103660,2016103660,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/25/2016 06:50:23 PM,11XX BLOCK OF NE 56 ST,U,U1,4400.2026,-122.31574,47.669434,"(47.669434, -122.31574)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/25/2016 05:44:08 PM
1701605,16000103776,2016103776,440,MOTORIST ASSIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/25/2016 06:43:21 PM,OLIVE WY / I5,E,E1,8300.2000,-122.32886,47.616234,"(47.616234, -122.32886)",TRAFFIC - ASSIST MOTORIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1701633,16000103724,2016103724,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/25/2016 06:41:37 PM,58XX BLOCK OF ROOSEVELT WY NE,U,U1,4400.2016,-122.31736,47.671116,"(47.671116, -122.31736)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/25/2016 05:52:36 PM
1701639,16000103535,2016103535,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/25/2016 06:40:41 PM,2XX BLOCK OF 29 AV E,C,C3,7700.1014,-122.29479,47.620754,"(47.620754, -122.29479)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/25/2016 03:53:47 PM
1701607,16000103756,2016103756,125,PROSTITUTION,VICE CALLS,PROSTITUTION,03/25/2016 06:36:20 PM,93XX BLOCK OF AURORA AV N,N,N3,1800.3000,-122.3446,47.696724,"(47.696724, -122.3446)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
1701608,16000103755,2016103755,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/25/2016 06:35:11 PM,15XX BLOCK OF NW 51 ST,B,B1,4700.2010,-122.377556,47.665707,"(47.665707, -122.377556)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1704148,16000103694,2016103694,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/25/2016 06:35:08 PM,8XX BLOCK OF NE RAVENNA BV,U,U1,3600.1048,-122.31952,47.67278,"(47.67278, -122.31952)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/25/2016 05:52:30 PM
1701606,16000103766,2016103766,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 06:34:58 PM,MADISON ST / BOREN AV,E,E3,8300.1005,-122.32514,47.609337,"(47.609337, -122.32514)",TRESPASS,TRESPASS,TRESPASS,
1701622,16000103513,2016103513,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 06:32:59 PM,45XX BLOCK OF NE 41 ST,U,U3,4100.3008,-122.27803,47.65841,"(47.65841, -122.27803)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/25/2016 04:50:19 PM
